		Year of publication																																		
Russian	English	4	760	747	807	680	699	725	757	765	813	855	773	705	467	398	479	356	344	318	224	199	213	194	144	151	167	162	212	143	155	115	23			
Russian	Erzya		3	3	3	2	6			4	1		4	1	2					1								5								
Russian	Esperanto		1	1		2	4	4	2	4	2	4			1	1				1				1	1	4	3		1		1		1			
Russian	Estonian		153	128	118	129	110	110	101	121	106	73	55	45	3	14	15	13	20	20	17	17	26	33	44	44	41	63	93	126	88	67	69			
Russian	Even							1	4	1	3	1	2																							
Russian	Evenki						1	2		1	1	2			1																					
Russian	Faroese														1									1					1							
Russian	Farsi, Eastern; Dari		17	25	41	34	33	35	48	50	47	27	2	1																						
Russian	Farsi, Western; Persian		30	30	27	19	18	15	21	30	36	12	5		1					1			59					77								
Russian	Finnish		85	98	68	72	81	62	55	54	49	76	78	64	28	7	11	25	18	23	21	20	20	23	26	18	26	22	29	17	33	31				
Russian	French		342	350	285	328	326	349	323	329	341	311	290	301	175	127	131	145	117	100	100	98	110	99	138	113	121	132	192	103	121	100	5			
Russian	Frisian, Western												1																							
Russian	Gagauz									1	1													2								2				
Russian	Gallegan					1					2										1	1		3	2		1	1	2		2	1				
Russian	Georgian		121	114	100	112	114	143	133	116	125	87	90	44	13	1			3																	
Russian	Georgian, Old				1																															
Russian	German		659	617	671	630	588	629	641	694	659	634	614	418	318	287	261	244	183	175	193	167	184	172	128	132	128	117	158	156	166	194	137			
Russian	Gilyak							1				1								1																
Russian	Greek, Modern (1453-)	1	33	7	29	3	6	10	39	17	17	24	31	33	3	14	4	16	36	1	8	1	12	24	26	26	38	33	33	14	25	30				
Russian	Gujarati	1	9	13	13	8	5	8	7	9	9	12	14	7					1			1	1													
Russian	Hausa		9	5	4				2	3	1																									
Russian	Hebrew		10	11	4	3	3	9	1	3	4	3	3	1		1	2				1		3	2	4	3	1	1	6	9	8	5	7			
Russian	Hindi		27	27	46	32	32	41	50	43	46	80	54	33	4		1	1	3	3	1	3	4	3	4	2	7	5	1							
Russian	Hungarian		248	182	132	213	208	185	193	157	171	150	89	70	31	9	24	12	17	20	18	26	41	18	28	29	37	37	44	59	38	42				
Russian	Icelandic			1	3	1	4	3	1	3	6	7	3	5	5				1	1	4	4	2	3	2		2									
Russian	Indonesian		6			3				2			1	1	2															1						
Russian	Ingush		4	1	2	4	5	8	1	6	5	1	9	3	2																					
Russian	Inuktitut					1	1	2	1	1			3	1																						
Russian	Irish				1			3	1	3	2	1																								
Russian	Italian	12	96	100	82	51	63	53	51	107	90	103	46	27	37	50	33	59	60	42	33	48	47	34	33	29	39	36	1	7	6	1				
Russian	Japanese		116	114	96	73	65	60	70	70	91	40	20	41	53	64	53	65	50	46	47	41	53	67	50	57	58	80	68	107	76	90				
Russian	Jingpho																1																			
Russian	Kabardian		3	2	2	4	4	12	7	6	5	2	6	2	3	5	3	3	4	2																
Russian	Kabardian-Cherkess		1	1	1					4	1		1																							
Russian	Kalmyk; Oirat		2	2	1	1	5	1	3	9	1	1	4	1				1		1																
Russian	Kannada		12	8	13	13	11	13	11	12	18	8	13	13					1		1		1	1	1	1		1								
Russian	Karachay-Balkar		5	3	5	4	5	9	6	9	6	2	6	4	4	7	3	4	5	2																
Russian	Kara-Kalpak		31	32	28	28	21	30	32	34	31	43	35	50	37																					
Russian	Karelian																	1	1																	
Russian	Kashmiri		4	1	1																															
Russian	Kazakh		134	142	135	150	142	133	133	118	104	110	98	62	47				1	1			1					2	5		4	1				
Russian	Khakas								1	3							4	4	2																	
Russian	Khanty						1							1						1																
Russian	Khmer			1	9	9	14	20	25	28	17	32	29	20																						
Russian	Kirghiz		104	136	97	108	125	116	108	118	90	92	73	54	34													9								
Russian	Komi-Permyak								1			2					1																			
Russian	Komi-Zyrian		1	1				1		5	1		2	1	1	1	2	1	1																	
Russian	Korean		9	8	12	20	18	9	10	22	27	33	31	52	33	23	17	24	7	6	16	19	74													
Russian	Koryak					1		1	1	1		2	1																							
Russian	Kumyk		5	1	3	4	6	8	4	9	2	1	2	2	3	3		1	1																	
Russian	Kurdish			1						3					1		1								1	1										
Russian	Lak		4	3	4	8	5	7	4	9	4	1		2	3	4	1		1																	
Russian	Lao		3	8	18	12	20	20	25	25	24	30	17	10																						
Russian	Latin																								1		1					1				
Russian	Latvian		135	141	128	142	114	109	127	105	126	104	74	44		1			2	4	7	10	11	8	13	16	32	35	45	48	49	41	1			
Russian	Lezghian		6	2	4	7	4	10	2	9	2	2	6		3	3			1																	
Russian	Lithuanian		141	140	140	149	154	164	166	159	160	165	97	17	1		26	28	19	24	33	42	35	41	34	36	29	42	53	69	58	57				
Russian	Livvi-Karelian																	1																		
Russian	Macedonian		7	5	3	20	12	7	15	8	9	16	16	1	1	1	15	4	6	4	8	13	5	7		8	11	16	19	9	7	15	17			
Russian	Malagasy					3	5	8	12	16	12	13	13	7																						
Russian	Malay		3	1	2		2																													
Russian	Malayalam	1	16	19	19	17	13	16	16	11	9	12	16	13	2		1					1	1	2			1	3	1							
Russian	Maltese						1					1																								
Russian	Mansi										1																									
Russian	Marathi	2	11	19	13	9	10	10	13	17	15	15	11	9				1						1	1	1	1	1								
Russian	Mari (Russia)		9	1	3	5	5	6	3	6	3	2	5	5	2	2	1	2					1													
Russian	Mari, Western		2			4	1				1	2	3	5	1	1		1																		
Russian	Moksha		5	3	1	2	5	1		4	1	1	4	1	2		1		1									5								
Russian	Moldavian		180	145	120	139	163	183	168	181	215	166	144	71	5	1	4	25	18	18	16	3	7	10	8	19	20	7	37	29	22	41	18			
Russian	Mongolian, Halh		19	20	22	20	25	27	35	29	41	45	39	21	1	2		1	1	2	3	4	8	11	10	8	13	14	13	5	1					
Russian	Mongolian, Peripheral		8	11	3	6	4	8	4	3	1	2														1		1		1						
Russian	Multiple languages			1	4	3	3	2	3	3	4		8	1	1		2	1	2		1	2														
Russian	Nanai										1		1																							
Russian	Ndebele, North											1	1	3																						
Russian	Nenets										1		1	1						1																
Russian	Nepali		3	7	5	9	10	5	10	7	10	10	7	7																1						
Russian	Newari						1																													
Russian	Nogai		2	1	1	2	4	6	2	8	2			1				1	1																	
Russian	Norwegian		27	20	16	24	27	19	23	28	29	30	18	29	24	14	18	13	7	8	6	8	2	6	23	14	12	7								
Russian	Norwegian, Bokmål																									2		2	18	20	16	10				
Russian	Norwegian, Nynorsk									1	1				1	1	2	1		1	1	1	1				1	2	2	1	1					
Russian	Oriya		3	7	8	10	5	3	5	7	9	11	9	6				1		2		6		2	5											
Russian	Ossetian; Ossetic		7	6	6	11	9	9	11	11	8	5	5	4	3	4	5	1	3																	
Russian	Panjabi	3	8	16	18	12	10	16	16	17	12	10	7	8																						
Russian	Polish		197	199	161	148	146	151	182	190	201	212	247	80	72	67	60	56	54	49	81	63	56	39	96	64	91	98	91	74	87	66				
Russian	Portuguese	4	63	77	102	91	109	105	125	116	131	120	101	95	17	14	16	17	7	2	6		3		2	7	21	19			1	1				
Russian	Pushto		20	29	31	26	30	24	21	30	24	23	4																							
Russian	Raeto-Romance																			1																
Russian	Romanian		36	46	47	41	46	28	36	35	41	38	32	45	74	12	31	16	15	21	19	31	22	17	16	6	7	43	45	58	47	13				
Russian	Russian			1																										1						
Russian	Rutul																	1																		
Russian	Saami, Kildin																	2																		
Russian	Saami, Northern																	2		1																
Russian	Serbian	1															20	57	50	74	50	80	60	82	79	117	133	118	139	121	139	141	149			
Russian	Serbo-Croatian (to 1992)		99	75	75	87	101	79	68	66	81	88	71	5	11	26																				
Russian	Shona												1	2																						
Russian	Sinhala		10	13	13	12	16	7	12	17	23	19	18	15	1	3		1	2	2	9	6			2											
Russian	Slovak		138	156	149	151	154	131	157	152	150	136	120	88	8	10	5	13	6	10	7	5	11	4	10	14	15	13	22	24	21	8	1			
Russian	Slovenian		22	9	6	7	7	5	7	17	13	7	6	1	3	4	3	2	2	3	4	6	6	6	6	8	5	5	9	9	19	9	6			
Russian	Sorbian, Lower and Upper								1																											
Russian	Spanish	2	400	386	356	343	420	476	458	407	426	388	344	296	115	75	63	65	45	37	45	62	77	72	51	39	103	74	74	10	74	64	5			
Russian	Swahili		25	24	31	14	23	26	35	30	24	24	15	11																						
Russian	Swedish		51	43	34	40	45	46	54	63	46	45	15	55	44	26	25	26	13	13	22	20	24	22	20	19	23	21	16	21	27	29				
Russian	Tabassaran		4	1	3	7	7	8	3	10	2	1	2		3	4			1																	
Russian	Tajik		71	60	57	61	57	60	58	75	67	73	71	42	33			1																		
Russian	Tamil	1	21	28	34	26	29	40	33	33	42	32	37	31	1		3	1	1		2		1	2	2			5	6							
Russian	Tatar		50	54	45	59	63	55	57	44	37	52	49	33	26	25	18	31	16	12			3					13	5		2					
Russian	Telugu	1	12	15	13	12	10	21	7	18	15	21	19	22									2		2											
Russian	Thai		8	4	2				2		1		1		1												1									
Russian	Tibetan, central			1	1	1																														
Russian	Tigrinya						3		3	1																										
Russian	Tsakhur																	1																		
Russian	Turkish		21	3	8	62	44	49	41	35	49	54	43	85	39	58	16	12	13			1		44												
Russian	Turkmen		52	59	55	58	40	26	36	47	46	61	43	30	24															2						
Russian	Tuvinian		14	17	17	8	12	8	9	10	8	8	8	3	3	2	8	5	2									2	2							
Russian	Udmurt		1		2		3	2	2	6	3	1	3	2		1	1	2										1								
Russian	Uighur		35	34	44	37	42	25	21	27	21	32	20	16	22									1			2	1	3	2	5					
Russian	Ukrainian		194	196	158	205	175	185	166	150	130	133	111	142	136	1			22			11	7				3	2	1	2	1	1				
Russian	Urdu	2	14	16	11	7	12	14	9	9	8	5	4	1		1	2	1					1	1		2		1								
Russian	Uzbek		179	191	171	167	160	170	173	174	179	227	178	143	81			1				1										22				
Russian	Veps																	1																		
Russian	Vietnamese		35	38	30	25	34	49	44	58	54	63	68	39															1							
Russian	Votic																	3																		
Russian	Wakhi											1																								
Russian	Welsh																1				1	1					1									
Russian	Yakut		12	12	17	9	8	14	13	17	9	12	16	8	3	2	5	6	5	3								1	1		2					
Russian	Yiddish		1					1			2								1										1							
Russian	Yoruba			2	1			2		4	1																									
Russian	Yukaghir, Northen							1																												
Russian, Old	Arabic												1																							
Russian, Old	Armenian								1																											
Russian, Old	Azerbaijani													1																						
Russian, Old	Belarusian					1			1									1																		
Russian, Old	Chuvash								1																											
Russian, Old	Czech																									1										
Russian, Old	Danish																											1								
Russian, Old	English				1			1	1					1		1													1	1						
Russian, Old	French																												1			1				
Russian, Old	Georgian					1																														
Russian, Old	German								1	2	1	1	2	2	1									1				1								
Russian, Old	Italian														2		1										1									
Russian, Old	Kalmyk; Oirat											1																								
Russian, Old	Kazakh								1																											
Russian, Old	Kirghiz									1																										
Russian, Old	Komi-Zyrian																	1																		
Russian, Old	Macedonian																									1				1						
Russian, Old	Moldavian										1																									
Russian, Old	Multiple languages								2	1																										
Russian, Old	Ossetian; Ossetic											1																								
Russian, Old	Polish																		1				1													
Russian, Old	Romanian										1																									
Russian, Old	Russian		1	6	1	4	4	8	6	11	9	6	5	4	7	3	3	5	6	4			4				3	5	5	5	2					
Russian, Old	Serbian																										2					1				
Russian, Old	Serbo-Croatian (to 1992)											1																								
Russian, Old	Slovak									1																										
Russian, Old	Spanish								1																			1				1				
Russian, Old	Turkmen										1	1																								
Russian, Old	Ukrainian			1		3					2	2	3	2					1																	
Russian, Old	Uzbek									1																										
Rwanda	French																			1				1				1								
Saami, Inari	Norwegian					1																														
Saami, Kildin	Estonian																													1						
Saami, Lule	English																															1				
Saami, Lule	Estonian																														1					
Saami, Lule	Finnish																												1							
Saami, Lule	Norwegian					1									1	1																				
Saami, Lule	Norwegian, Bokmål																													1						
Saami, Lule	Swedish														1																					
Saami, Northern	Danish																					1	1													
Saami, Northern	English																	1		1	1		1			1		1		2	1					
Saami, Northern	Finnish		1	1					1	2				1			1				1		1							4						
Saami, Northern	French																															1				
Saami, Northern	German		1		1	2	1		2																						1					
Saami, Northern	Greek, Modern (1453-)		1																																	
Saami, Northern	Hungarian						2																													
Saami, Northern	Irish						1																													
Saami, Northern	Multiple languages																			1																
Saami, Northern	Norwegian				1		1	1			1	1	3	3	2	1	2	5	2	1	1	1	3				2	1								
Saami, Northern	Norwegian, Bokmål																												1	3	2	1				
Saami, Northern	Norwegian, Nynorsk																	2												1						
Saami, Northern	Romanian						1																													
Saami, Northern	Russian											1		1																						
Saami, Northern	Saami, Inari																		2	1																
Saami, Northern	Saami, Lule																	1											1	1	2					
Saami, Northern	Saami, Southern																		1										1	1						
Saami, Northern	Swedish									1	2			1				2									1			2						
Saami, Northern	Tamil						1																													
Saami, Skolt	German		1																																	
Saami, Skolt	Norwegian					2																														
Saami, Skolt	Saami, Northern					1																														
Saami, Ter	Russian									1	1																									
Saint Lucian and Trinidadian Creole French	English																					1														
Saint Lucian and Trinidadian Creole French	French																					1						1								
Salinan	English																		1	1								1								
Salish, Southern Puget Sound	English								1																											
Salish, Southern Puget Sound	Spanish																					2														
Samo, Southern	French																											1								
Samoan	Danish																														1					
Samoan	English			1	1								1					1				1			1	1										
Samoan	Faroese																														1					
Samoan	Kalaallisut																														1					
Samoan	Niuean															3	4	1	2	1	1		1	1	1	1										
